"Symbol","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Entrez"
"AC078906.1","ENSG00000253317",6.475,6.444,6.46,-0.051,0.8917,0.9672,""
"YWHABP2","ENSG00000256464",6.409,6.338,6.373,0.068,0.8919,0.9672,""
"MICU1","ENSG00000107745",10.764,10.815,10.789,-0.099,0.8914,0.9672,"10367"
"AC109779.1","ENSG00000223930",6.958,6.785,6.872,0.012,0.8921,0.9673,""
"FAM111A","ENSG00000166801",9.926,9.892,9.909,0.013,0.8922,0.9674,"63901"
"SDHA","ENSG00000073578",11.166,11.158,11.162,-0.118,0.8923,0.9674,"6389"
"UBR7","ENSG00000012963",9.611,9.659,9.635,-0.408,0.8924,0.9674,"55148"
"ATP1B1","ENSG00000143153",8.748,8.336,8.542,-0.029,0.8927,0.9675,"481"
"SEMA3C","ENSG00000075223",11.484,11.726,11.605,0.029,0.8928,0.9675,"10512"
"C2orf88","ENSG00000187699",7.437,7.599,7.518,0.046,0.8929,0.9675,"84281"
"LINC02533","ENSG00000260239",6.289,6.334,6.312,-0.049,0.8928,0.9675,""
"SP140","ENSG00000079263",6.525,6.562,6.544,0.028,0.8927,0.9675,"11262"
"PPP1R3F","ENSG00000049769",7.6,7.68,7.64,0.02,0.8928,0.9675,"89801"
"RF00017","ENSG00000277794",6.375,6.518,6.447,0.02,0.8925,0.9675,""
"METRNL","ENSG00000176845",9.986,10.495,10.241,0.032,0.8931,0.9677,"284207"
"SNRPB","ENSG00000125835",10.008,9.641,9.824,-0.07,0.8933,0.9678,"6628"
"AL022324.2","ENSG00000231466",6.403,6.574,6.489,-0.022,0.8933,0.9678,""
"CPXM1","ENSG00000088882",7.247,7.555,7.401,-0.057,0.8935,0.9679,"56265"
"DNM3OS","ENSG00000230630",9.156,9.308,9.232,-0.053,0.8935,0.9679,"100628315"
"WWTR1-IT1","ENSG00000241985",6.406,6.344,6.375,-0.085,0.8934,0.9679,""
"AL117378.1","ENSG00000236673",6.735,6.706,6.721,0.028,0.8936,0.9679,""
"UTY","ENSG00000183878",8.014,8.129,8.071,0.037,0.8938,0.968,"7404"
"CYP2A6","ENSG00000255974",6.602,6.739,6.67,-0.081,0.8939,0.968,"1548"
"LINC02444","ENSG00000258123",6.774,6.703,6.738,-0.019,0.8939,0.968,"101928137"
"SMIM26","ENSG00000232388",8.641,8.566,8.603,-0.377,0.8939,0.968,"388789"
"KIAA0895L","ENSG00000196123",8.408,9.061,8.735,0.068,0.894,0.9681,"653319"
"DNER","ENSG00000187957",6.77,6.441,6.605,0.029,0.8942,0.9681,"92737"
"CCND3P1","ENSG00000224473",6.268,6.215,6.241,-0.064,0.8941,0.9681,""
"AOX1","ENSG00000138356",12.678,11.193,11.936,0.013,0.8943,0.9682,"316"
"HRAS","ENSG00000174775",9.098,8.797,8.947,-0.017,0.8945,0.9682,"3265"
"NPIPB6","ENSG00000198156",6.615,6.712,6.663,-0.02,0.8945,0.9682,"728741"
"DNLZ","ENSG00000213221",7.646,7.56,7.603,0.177,0.8944,0.9682,"728489"
"ATP6V1G2-DDX39B","ENSG00000254870",7.372,7.829,7.601,0.018,0.8948,0.9683,"100532737"
"ADM","ENSG00000148926",14.374,13.704,14.039,-0.022,0.8947,0.9683,"133"
"ZNF674","ENSG00000251192",7.729,7.857,7.793,0.052,0.8947,0.9683,"641339"
"OR7E154P","ENSG00000254715",6.378,6.433,6.405,-0.025,0.8948,0.9683,""
"MYO1H","ENSG00000174527",6.51,6.56,6.535,0.057,0.8949,0.9684,"283446"
"PLD6","ENSG00000179598",7.19,7.259,7.225,0.015,0.8951,0.9686,"201164"
"HMGN1P3","ENSG00000258967",6.418,6.434,6.426,0.03,0.8957,0.9687,""
"LINC01547","ENSG00000183250",7.181,7.137,7.159,-0.033,0.8956,0.9687,"84536"
"MALSU1","ENSG00000156928",8.915,8.649,8.782,-0.019,0.8957,0.9687,"115416"
"AC245100.1","ENSG00000224481",6.275,6.241,6.258,0.078,0.8953,0.9687,""
"AC130324.1","ENSG00000263531",6.349,6.512,6.431,0.098,0.8957,0.9687,""
"AC093072.1","ENSG00000266951",6.338,6.199,6.268,0.041,0.8957,0.9687,""
"AL353803.5","ENSG00000268615",6.411,6.517,6.464,0.07,0.8954,0.9687,""
"PPP2R5E","ENSG00000154001",10.294,10.153,10.223,-0.084,0.8956,0.9687,"5529"
"MYC","ENSG00000136997",10.062,9.372,9.717,0.013,0.8962,0.9689,"4609"
"ADGRL2","ENSG00000117114",10.963,11.172,11.068,0.056,0.8961,0.9689,"23266"
"BIRC6","ENSG00000115760",11.833,11.505,11.669,-0.019,0.8959,0.9689,"57448"
"C2CD2L","ENSG00000172375",8.314,8.061,8.188,-0.037,0.8963,0.9689,"9854"
"CNST","ENSG00000162852",9.759,9.622,9.691,0.036,0.8965,0.9689,"163882"
"AC073862.2","ENSG00000279581",6.645,6.566,6.606,0.025,0.8964,0.9689,""
"AC110926.1","ENSG00000226789",6.456,6.602,6.529,-0.076,0.8963,0.9689,""
"NHLRC2","ENSG00000196865",9.437,9.476,9.457,-0.072,0.896,0.9689,"374354"
"MT-TD","ENSG00000210154",6.447,6.559,6.503,-0.069,0.8963,0.9689,""
"ASPRV1","ENSG00000244617",6.905,6.858,6.882,-0.081,0.8961,0.9689,"151516"
"AC078883.1","ENSG00000225205",6.818,6.747,6.783,-0.04,0.8966,0.969,""
"KTN1-AS1","ENSG00000186615",7.769,7.647,7.708,0.087,0.8969,0.9692,"100129075"
"NHLRC4","ENSG00000257108",7.037,7.029,7.033,-0.083,0.8968,0.9692,"283948"
"SLC7A8","ENSG00000092068",11.158,10.512,10.835,-0.013,0.8975,0.9695,"23428"
"TMEM14A","ENSG00000096092",9.237,8.9,9.068,-0.021,0.8975,0.9695,"28978"
"ST7","ENSG00000004866",9.057,9.517,9.287,-0.018,0.8975,0.9695,"93655"
"ASIC2","ENSG00000108684",6.493,6.646,6.569,-0.022,0.8975,0.9695,"40"
"RNASEH2A","ENSG00000104889",7.424,7.515,7.47,-0.039,0.8976,0.9695,"10535"
"AC022413.1","ENSG00000280161",6.602,6.573,6.587,0.035,0.8975,0.9695,""
"AL031595.3","ENSG00000280434",7.145,7.263,7.204,0.034,0.8974,0.9695,""
"BRCA2","ENSG00000139618",7.22,7.809,7.514,-0.015,0.8978,0.9696,"675"
"SPANXA2-OT1","ENSG00000277215",6.412,6.527,6.469,-0.145,0.8977,0.9696,"619455"
"TINF2","ENSG00000092330",9.735,9.839,9.787,-0.035,0.8977,0.9696,"26277"
"LRRC37A3","ENSG00000176809",8.352,8.547,8.45,-0.056,0.898,0.9697,"374819"
"TANC2","ENSG00000170921",11.477,10.678,11.077,-0.024,0.8983,0.9698,"26115"
"PREX2","ENSG00000046889",6.947,7.143,7.045,-0.017,0.8986,0.9698,"80243"
"DIP2C","ENSG00000151240",10.11,10.297,10.204,0.026,0.8984,0.9698,"22982"
"SCAP","ENSG00000114650",10.863,10.587,10.725,-0.019,0.8985,0.9698,"22937"
"MBOAT7","ENSG00000125505",10.483,10.599,10.541,-0.053,0.8984,0.9698,"79143"
"GNPNAT1","ENSG00000100522",10.01,9.738,9.874,-0.071,0.8985,0.9698,"64841"
"AC026310.3","ENSG00000278969",6.899,6.734,6.816,-0.021,0.8985,0.9698,""
"CD164","ENSG00000135535",12.71,12.838,12.774,-0.035,0.8986,0.9698,"8763"
"AL031847.2","ENSG00000285629",6.356,6.349,6.353,-0.033,0.8984,0.9698,""
"ZNF790-AS1","ENSG00000267254",6.98,7.006,6.993,-0.032,0.8984,0.9698,"284408"
"AC139768.1","ENSG00000278126",6.781,6.758,6.77,-0.051,0.8981,0.9698,""
"TCIRG1","ENSG00000110719",10.286,9.896,10.091,-0.023,0.899,0.9699,"10312"
"SOS2","ENSG00000100485",10.271,9.798,10.035,-0.011,0.899,0.9699,"6655"
"MEIOB","ENSG00000162039",6.365,6.265,6.315,-0.025,0.8989,0.9699,"254528"
"RPL27A","ENSG00000166441",13.563,13.651,13.607,0.08,0.8992,0.9699,"6157"
"CCDC42","ENSG00000161973",6.293,6.346,6.319,-0.018,0.8991,0.9699,"146849"
"AC115989.1","ENSG00000264932",6.258,6.262,6.26,0.017,0.8992,0.9699,""
"COPS8","ENSG00000198612",10.506,10.453,10.479,0.059,0.8991,0.9699,"10920"
"BTBD18","ENSG00000233436",6.398,6.434,6.416,0.047,0.899,0.9699,"643376"
"ALCAM","ENSG00000170017",12.864,12.133,12.499,-0.024,0.8999,0.97,"214"
"SEMA4C","ENSG00000168758",10,9.612,9.806,-0.017,0.8999,0.97,"54910"
"IL31RA","ENSG00000164509",6.999,7.406,7.203,-0.047,0.9003,0.97,"133396"
"SBSN","ENSG00000189001",8.467,8.742,8.605,-0.128,0.8993,0.97,"374897"
"TMEM92","ENSG00000167105",6.685,6.883,6.784,-0.075,0.9002,0.97,"162461"
"AP000787.2","ENSG00000270578",6.415,6.241,6.328,-0.042,0.8995,0.97,""
"ITGAV","ENSG00000138448",12.503,12.469,12.486,-0.028,0.9001,0.97,"3685"
"METAP2","ENSG00000111142",10.782,10.902,10.842,-0.029,0.8996,0.97,"10988"
"UBE2D2","ENSG00000131508",10.428,10.214,10.321,0.027,0.8997,0.97,"7322"
"AC096582.2","ENSG00000251378",6.474,6.415,6.445,-0.027,0.8996,0.97,""
"Z93242.1","ENSG00000226153",6.211,6.328,6.269,-0.082,0.9001,0.97,""
"KLK2","ENSG00000167751",6.254,6.276,6.265,0.028,0.8997,0.97,"3817"
"LINC02206","ENSG00000259289",6.204,6.298,6.251,0.055,0.9004,0.97,"102723481"
"ITPK1-AS1","ENSG00000258730",6.285,6.22,6.253,-0.016,0.8997,0.97,"319085"
"PSMB7","ENSG00000136930",10.777,10.855,10.816,0.086,0.8995,0.97,"5695"
"COL6A4P2","ENSG00000228252",6.215,6.316,6.266,-0.044,0.9,0.97,"646300"
"SDE2","ENSG00000143751",8.506,8.587,8.546,0.043,0.9001,0.97,"163859"
"DCX","ENSG00000077279",6.328,6.286,6.307,-0.06,0.9002,0.97,"1641"
"AC111170.1","ENSG00000267016",6.21,6.266,6.238,0.08,0.8996,0.97,""
"ZNF3","ENSG00000166526",8.859,9.329,9.094,0.024,0.9005,0.9701,"7551"
"STARD13","ENSG00000133121",10.453,9.81,10.131,0.023,0.9008,0.9703,"90627"
"AL138689.2","ENSG00000284966",6.755,6.723,6.739,0.109,0.901,0.9703,""
"KIF2C","ENSG00000142945",6.954,7.071,7.012,0.029,0.9008,0.9703,"11004"
"AC011468.1","ENSG00000260160",6.557,6.594,6.575,-0.179,0.9008,0.9703,""
"NLK","ENSG00000087095",8.36,8.362,8.361,0.076,0.9009,0.9703,"51701"
"DCLK1","ENSG00000133083",8.982,9.369,9.175,0.14,0.9011,0.9704,"9201"
"BOP1","ENSG00000261236",8.965,8.714,8.839,0.017,0.9014,0.9707,"23246"
"AGPAT5","ENSG00000155189",8.715,8.326,8.521,-0.124,0.9018,0.9709,"55326"
"RAB6B","ENSG00000154917",7.246,7.363,7.305,0.012,0.9018,0.9709,"51560"
"TTC31","ENSG00000115282",8.961,9.061,9.011,0.021,0.9021,0.9709,"64427"
"NUP35","ENSG00000163002",7.628,7.601,7.614,-0.012,0.902,0.9709,"129401"
"CELSR1","ENSG00000075275",6.476,6.676,6.576,0.076,0.9019,0.9709,"9620"
"SLC5A12","ENSG00000148942",6.571,6.459,6.515,-0.087,0.902,0.9709,"159963"
"AC025171.2","ENSG00000215068",7.457,7.514,7.486,0.037,0.9018,0.9709,"153684"
"DPP9-AS1","ENSG00000205790",6.528,6.472,6.5,-0.068,0.9019,0.9709,"100131094"
"KDELR2","ENSG00000136240",12.281,12.282,12.281,0.084,0.9022,0.971,"11014"
"DLX1","ENSG00000144355",6.375,6.444,6.409,0.058,0.9022,0.971,"1745"
"S100A3","ENSG00000188015",7.264,7.58,7.422,-0.055,0.9026,0.9711,"6274"
"NSMCE4A","ENSG00000107672",8.377,8.17,8.274,-0.025,0.9026,0.9711,"54780"
"CLDN16","ENSG00000113946",6.32,6.302,6.311,-0.025,0.9027,0.9711,"10686"
"PCYOX1L","ENSG00000145882",8.206,8.125,8.166,-0.026,0.9025,0.9711,"78991"
"TRBV5-7","ENSG00000211731",6.467,6.371,6.419,0.07,0.9027,0.9711,""
"TMEM163","ENSG00000152128",6.249,6.353,6.301,-0.098,0.9025,0.9711,"81615"
"ACBD4","ENSG00000181513",8.548,8.482,8.515,0.011,0.9033,0.9712,"79777"
"EPM2AIP1","ENSG00000178567",9.506,9.878,9.692,-0.013,0.9033,0.9712,"9852"
"PODXL2","ENSG00000114631",6.977,7.147,7.062,-0.027,0.9036,0.9712,"50512"
"CD200R1","ENSG00000163606",6.342,6.407,6.374,-0.09,0.9032,0.9712,"131450"
"ARHGAP18","ENSG00000146376",9.297,9.032,9.164,0.017,0.9037,0.9712,"93663"
"RSL1D1","ENSG00000171490",11.148,11.168,11.158,0.033,0.9033,0.9712,"26156"
"AL669831.4","ENSG00000230092",6.629,6.556,6.593,0.054,0.903,0.9712,""
"RAB40C","ENSG00000197562",8.39,8.347,8.369,0.07,0.9029,0.9712,"57799"
"RN7SL132P","ENSG00000242653",6.3,6.204,6.252,0.028,0.9035,0.9712,""
"AC069282.1","ENSG00000225507",6.777,6.804,6.791,0.029,0.9035,0.9712,""
"AC025040.1","ENSG00000259188",6.414,6.638,6.526,-0.03,0.9036,0.9712,""
"AL137060.1","ENSG00000274270",6.45,6.522,6.486,-0.03,0.9036,0.9712,""
"AL031315.1","ENSG00000285733",6.84,6.839,6.839,-0.073,0.9034,0.9712,""
"LINC02006","ENSG00000238755",6.478,6.329,6.404,0.051,0.9029,0.9712,""
"KIF1A","ENSG00000130294",6.331,6.359,6.345,0.086,0.9033,0.9712,"547"
"MOSPD3","ENSG00000106330",8.645,8.806,8.725,-0.037,0.9033,0.9712,"64598"
"RMC1","ENSG00000141452",9.219,8.72,8.97,-0.057,0.9038,0.9713,"29919"
"DIP2A","ENSG00000160305",9.864,10.058,9.961,-0.049,0.904,0.9713,"23181"
"MEIS3P2","ENSG00000188013",6.915,6.883,6.899,0.02,0.9038,0.9713,""
"MCCC1-AS1","ENSG00000243368",6.751,6.648,6.7,0.126,0.904,0.9713,""
"GAS2","ENSG00000148935",6.605,6.66,6.632,0.038,0.904,0.9713,"2620"
"AP001107.5","ENSG00000254510",6.723,6.433,6.578,-0.034,0.9041,0.9714,"266743"
"TRAPPC9","ENSG00000167632",9.328,9.242,9.285,-0.041,0.9042,0.9714,"83696"
"AP001148.1","ENSG00000278989",6.986,7.149,7.067,0.214,0.9043,0.9714,""
"PARG","ENSG00000227345",9.299,9.31,9.305,-0.027,0.9045,0.9716,"8505"
"TBC1D10B","ENSG00000169221",10.078,10.081,10.08,0.075,0.9046,0.9716,"26000"
"AC023790.2","ENSG00000255621",6.314,6.288,6.301,0.071,0.9047,0.9717,""
"GABRR2","ENSG00000111886",6.52,6.389,6.454,-0.035,0.9048,0.9717,"2570"
"RPS26P3","ENSG00000212829",6.239,6.286,6.262,-0.065,0.9048,0.9717,""
"RAB28","ENSG00000157869",8.643,8.641,8.642,-0.046,0.9048,0.9717,"9364"
"LINC00702","ENSG00000233117",8.373,6.696,7.534,0.016,0.9057,0.9718,"100652988"
"AL137003.2","ENSG00000272341",7.119,7.697,7.408,0.042,0.9054,0.9718,""
"HMGB1P5","ENSG00000132967",8.264,8.376,8.32,-0.011,0.9056,0.9718,""
"ENTPD1","ENSG00000138185",9.777,10.233,10.005,-0.031,0.9056,0.9718,"953"
"CCNL1","ENSG00000163660",11.062,10.645,10.853,0.023,0.9051,0.9718,"57018"
"UBB","ENSG00000170315",12.768,13.171,12.97,-0.025,0.9059,0.9718,"7314"
"ZNF587","ENSG00000198466",8.854,9.12,8.987,0.017,0.9054,0.9718,"84914"
"AC078777.1","ENSG00000235872",6.298,6.768,6.533,0.059,0.9051,0.9718,""
"ATP5PD","ENSG00000167863",10.856,10.597,10.726,-0.046,0.9059,0.9718,"10476"
"SRP9","ENSG00000143742",11.168,11.266,11.217,0.051,0.9055,0.9718,"6726"
"TPM3","ENSG00000143549",12.18,11.883,12.032,0.024,0.9055,0.9718,"7170"
"AC107021.2","ENSG00000261051",6.691,6.672,6.682,-0.033,0.9058,0.9718,""
"TNFAIP1","ENSG00000109079",10.345,10.131,10.238,0.069,0.9056,0.9718,"7126"
"AC002306.1","ENSG00000259242",6.383,6.272,6.327,0.102,0.9057,0.9718,""
"AC107958.2","ENSG00000258765",6.587,6.568,6.578,0.036,0.905,0.9718,"105370973"
"SLC35G1","ENSG00000176273",8.314,8.34,8.327,-0.058,0.9052,0.9718,"159371"
"LINC01105","ENSG00000232044",6.385,6.411,6.398,-0.074,0.9058,0.9718,""
"DMC1","ENSG00000100206",7.471,6.913,7.192,-0.044,0.9064,0.9719,"11144"
"ATP9A","ENSG00000054793",11.775,11.596,11.686,0.014,0.9064,0.9719,"10079"
"RPL7AP6","ENSG00000242071",6.444,6.469,6.457,0.036,0.9065,0.9719,""
"AC073352.1","ENSG00000272662",6.258,6.304,6.281,-0.028,0.9063,0.9719,""
"PACS2","ENSG00000179364",10.803,10.645,10.724,-0.013,0.9065,0.9719,"23241"
"ATP5MC1P4","ENSG00000227440",6.241,6.317,6.279,-0.058,0.9064,0.9719,""
"SURF6","ENSG00000148296",9.554,9.446,9.5,-0.068,0.9063,0.9719,"6838"
"PELI1","ENSG00000197329",7.638,7.769,7.703,-0.075,0.9063,0.9719,"57162"
"RBBP9","ENSG00000089050",8.699,9.071,8.885,-0.103,0.9067,0.972,"10741"
"AC093582.1","ENSG00000236529",6.348,6.267,6.307,0.046,0.9066,0.972,""
"PIWIL4","ENSG00000134627",7.85,7.73,7.79,0.024,0.9069,0.972,"143689"
"AL031686.1","ENSG00000283757",6.294,6.293,6.293,-0.028,0.9069,0.972,""
"AC018645.2","ENSG00000273014",6.807,6.797,6.802,0.068,0.9067,0.972,""
"CHAD","ENSG00000136457",6.84,6.818,6.829,0.174,0.9069,0.972,"1101"
"AC069281.1","ENSG00000225807",6.258,6.325,6.291,0.088,0.9067,0.972,""
"AC005696.1","ENSG00000262050",6.16,6.428,6.294,0.024,0.9071,0.9721,"105371592"
"NUP188","ENSG00000095319",10.02,10.298,10.159,-0.016,0.9072,0.9721,"23511"
"AC116651.1","ENSG00000273133",6.222,6.241,6.232,-0.074,0.9072,0.9721,""
"LGMN","ENSG00000100600",10.514,10.107,10.31,-0.02,0.9074,0.9723,"5641"
"SPDYE3","ENSG00000214300",7.352,7.282,7.317,-0.016,0.9074,0.9723,"441272"
"PWP2","ENSG00000241945",7.75,7.856,7.803,-0.03,0.9079,0.9724,"5822"
"MOSMO","ENSG00000185716",9.458,8.904,9.181,0.016,0.9077,0.9724,"730094"
"ZDHHC11B","ENSG00000206077",6.349,6.236,6.292,0.017,0.9076,0.9724,"653082"
"AC104076.1","ENSG00000236153",6.266,6.271,6.269,0.037,0.9079,0.9724,""
"AC025419.1","ENSG00000250748",6.756,6.676,6.716,-0.015,0.9076,0.9724,"105369187"
"LINC00652","ENSG00000179935",6.882,6.991,6.937,0.053,0.9078,0.9724,"29075"
"TCAF2P1","ENSG00000159860",7.123,6.84,6.981,0.045,0.908,0.9725,""
"PPP1R7","ENSG00000115685",9.931,10.024,9.977,-0.013,0.9081,0.9725,"5510"
"APOA1-AS","ENSG00000235910",6.204,6.304,6.254,-0.275,0.9082,0.9725,"104326055"
"IMPDH1P5","ENSG00000213513",6.33,6.304,6.317,-0.11,0.9083,0.9727,""
"CLTB","ENSG00000175416",10.14,9.825,9.982,0.016,0.9088,0.9729,"1212"
"MOK","ENSG00000080823",7.737,8.058,7.898,0.017,0.9087,0.9729,"5891"
"SRP72","ENSG00000174780",11.012,11.276,11.144,-0.055,0.9086,0.9729,"6731"
"CMSS1","ENSG00000184220",8.391,8.231,8.311,-0.065,0.9087,0.9729,"84319"
"CCT8","ENSG00000156261",11.461,11.164,11.313,-0.054,0.9089,0.973,"10694"
"MED13","ENSG00000108510",10.947,10.737,10.842,-0.078,0.9092,0.9732,"9969"
"ANXA11","ENSG00000122359",13.12,12.769,12.944,-0.013,0.9092,0.9732,"311"
"SNRNP25","ENSG00000161981",8.483,8.586,8.534,0.077,0.9093,0.9732,"79622"
"GLUL","ENSG00000135821",15.019,12.114,13.567,0.012,0.9095,0.9733,"2752"
"SIRPB1","ENSG00000101307",6.949,7.069,7.009,0.025,0.9096,0.9733,"10326"
"POMGNT1","ENSG00000085998",10.309,10.182,10.245,0.029,0.9097,0.9733,"55624"
"PDIA6","ENSG00000143870",12.301,12.351,12.326,-0.064,0.9096,0.9733,"10130"
"AC139256.1","ENSG00000260735",8.006,7.667,7.836,0.029,0.9103,0.9735,"100505915"
"QKI","ENSG00000112531",11.673,11.552,11.613,-0.046,0.91,0.9735,"9444"
"SLC9A3R2","ENSG00000065054",9.856,10.007,9.931,0.024,0.9102,0.9735,"9351"
"PLD3","ENSG00000105223",12.5,12.594,12.547,-0.013,0.9101,0.9735,"23646"
"SAMM50","ENSG00000100347",9.876,9.823,9.849,0.026,0.9099,0.9735,"25813"
"IL27RA","ENSG00000104998",7.132,7.247,7.19,0.016,0.91,0.9735,"9466"
"WASF2","ENSG00000158195",12.221,12.022,12.121,0.092,0.91,0.9735,"10163"
"AL390957.1","ENSG00000285280",6.382,6.379,6.381,0.271,0.9098,0.9735,""
"RPSAP46","ENSG00000213394",6.222,6.259,6.24,-0.038,0.9102,0.9735,""
"GADD45B","ENSG00000099860",9.393,8.321,8.857,0.028,0.9123,0.9736,"4616"
"MYL12A","ENSG00000101608",12.765,11.923,12.344,-0.025,0.9116,0.9736,"10627"
"SULT1A3","ENSG00000261052",7.521,7.609,7.565,-0.021,0.9109,0.9736,"6818"
"TRIM69","ENSG00000185880",9.2,9.748,9.474,0.015,0.9127,0.9736,"100419583"
"ADRA2A","ENSG00000150594",6.765,7.419,7.092,0.012,0.9116,0.9736,"150"
"POLR3G","ENSG00000113356",7.923,8.122,8.022,-0.101,0.9108,0.9736,"10622"
"IKBIP","ENSG00000166130",10.455,10.354,10.404,-0.016,0.912,0.9736,"121457"
"STAG3L5P-PVRIG2P-PILRB","ENSG00000272752",8.181,8.257,8.219,0.014,0.9113,0.9736,"101752399"
"AC006449.2","ENSG00000275532",6.33,6.337,6.334,0.015,0.9127,0.9736,""
"PLCH1","ENSG00000114805",6.425,6.309,6.367,-0.018,0.911,0.9736,"23007"
"PIK3R4","ENSG00000196455",9.876,9.644,9.76,0.013,0.9123,0.9736,"30849"
"NAB2","ENSG00000166886",10.267,10.231,10.249,-0.025,0.9127,0.9736,"4665"
"AL513329.1","ENSG00000227740",6.32,6.287,6.304,0.03,0.9125,0.9736,""
"AC063923.2","ENSG00000261364",6.305,6.33,6.318,0.076,0.9109,0.9736,""
"SERP1","ENSG00000120742",10.964,11.009,10.987,0.016,0.9117,0.9736,"27230"
"CTSA","ENSG00000064601",13.073,13.335,13.204,0.019,0.9112,0.9736,"5476"
"SHROOM2","ENSG00000146950",7.603,7.189,7.396,-0.014,0.9114,0.9736,"357"
"DBF4B","ENSG00000161692",7.857,7.805,7.831,-0.115,0.9113,0.9736,"80174"
"NOG","ENSG00000183691",6.7,6.454,6.577,-0.03,0.9126,0.9736,"9241"
"XKR8","ENSG00000158156",8.314,8.04,8.177,0.012,0.9119,0.9736,"55113"
"EIF4G1","ENSG00000114867",13.098,12.809,12.953,0.043,0.9128,0.9736,"1981"
"FAM160B1","ENSG00000151553",10.553,10.438,10.496,-0.015,0.9114,0.9736,"57700"
"DYNC1I2","ENSG00000077380",11.549,11.636,11.593,-0.027,0.9124,0.9736,"1781"
"CAHM","ENSG00000270419",6.588,6.66,6.624,-0.033,0.912,0.9736,"100526820"
"AC078820.1","ENSG00000258088",6.21,6.356,6.283,0.067,0.9126,0.9736,""
"LINC01137","ENSG00000233621",7.188,7.213,7.2,-0.011,0.9114,0.9736,"728431"
"AL512329.2","ENSG00000272279",6.556,6.499,6.527,-0.019,0.9107,0.9736,""
"BMS1P2","ENSG00000251079",7.074,7.202,7.138,0.085,0.9115,0.9736,"642826"
"AC018523.1","ENSG00000255074",6.256,6.26,6.258,-0.02,0.9117,0.9736,""
"AC010331.1","ENSG00000277383",6.664,6.5,6.582,-0.036,0.9108,0.9736,""
"HPDL","ENSG00000186603",6.474,6.477,6.476,-0.055,0.9123,0.9736,"84842"
"ZFPL1","ENSG00000162300",9.25,9.299,9.275,-0.044,0.9111,0.9736,"7542"
"AC084855.1","ENSG00000254744",6.24,6.418,6.329,-0.033,0.9128,0.9736,""
"TOE1","ENSG00000132773",7.715,7.787,7.751,0.086,0.9121,0.9736,"114034"
"METTL2A","ENSG00000087995",8.6,8.605,8.602,0.079,0.9122,0.9736,"339175"
"IPO8P1","ENSG00000224668",6.312,6.241,6.276,0.043,0.9108,0.9736,""
"ZNF408","ENSG00000175213",8.219,8.329,8.274,-0.133,0.9109,0.9736,"79797"
"AC024560.2","ENSG00000249626",6.592,6.752,6.672,0.019,0.9121,0.9736,""
"AC090617.5","ENSG00000263050",6.633,6.632,6.633,-0.019,0.9107,0.9736,""
"AC093788.1","ENSG00000273449",6.531,6.607,6.569,0.045,0.9105,0.9736,""
"AC087623.2","ENSG00000272092",6.775,6.672,6.723,0.076,0.9123,0.9736,""
"FABP2","ENSG00000145384",6.429,6.314,6.372,0.037,0.9122,0.9736,"2169"
"AC245033.3","ENSG00000278603",6.16,6.456,6.308,0.097,0.9113,0.9736,""
"USP3","ENSG00000140455",8.894,9.313,9.104,-0.074,0.913,0.9737,"9960"
"LINC00663","ENSG00000266904",7.272,7.365,7.318,0.019,0.913,0.9737,"284440"
"YBX1","ENSG00000065978",13.308,13.356,13.332,-0.032,0.9131,0.9737,"4904"
"AC010680.5","ENSG00000271401",6.285,6.297,6.291,-0.043,0.913,0.9737,""
"SREBF1","ENSG00000072310",10.275,10.963,10.619,0.016,0.9136,0.974,"6720"
"PRDX4","ENSG00000123131",10.692,10.666,10.679,-0.015,0.9136,0.974,"10549"
"DEAF1","ENSG00000177030",9.815,10.005,9.91,0.05,0.9136,0.974,"10522"
"AC021188.1","ENSG00000230747",6.371,6.34,6.355,0.074,0.9136,0.974,""
"CEBPD","ENSG00000221869",11.548,10.147,10.848,-0.017,0.9142,0.9741,"1052"
"FAM198B","ENSG00000164125",13.209,12.219,12.714,-0.024,0.9137,0.9741,"51313"
"FERMT2","ENSG00000073712",12.217,11.633,11.925,-0.013,0.9139,0.9741,"10979"
"KCNE1","ENSG00000180509",6.812,6.733,6.773,-0.017,0.9141,0.9741,"102723475"
"RTEL1","ENSG00000258366",8.454,8.771,8.612,-0.088,0.9142,0.9741,"51750"
"POLR2H","ENSG00000163882",9.009,8.932,8.97,0.107,0.914,0.9741,"5437"
"AP001527.1","ENSG00000260008",6.392,6.264,6.328,-0.033,0.9141,0.9741,""
"ZNF688","ENSG00000229809",7.987,8.144,8.066,-0.016,0.9142,0.9741,"146542"
"AC006518.1","ENSG00000256651",6.393,6.406,6.4,0.069,0.9143,0.9741,""
"CHMP3","ENSG00000115561",11.551,11.688,11.62,-0.034,0.9141,0.9741,"51652"
"AL096803.1","ENSG00000228238",6.389,6.303,6.346,-0.047,0.914,0.9741,""
"RASSF2","ENSG00000101265",10.139,11.073,10.606,0.016,0.9145,0.9742,"9770"
"FAM3C","ENSG00000196937",10.616,10.199,10.407,0.058,0.9149,0.9742,"10447"
"MT1G","ENSG00000125144",6.875,6.453,6.664,0.066,0.9146,0.9742,"4495"
"ZCCHC2","ENSG00000141664",8.874,8.746,8.81,-0.015,0.9147,0.9742,"54877"
"SDK2","ENSG00000069188",6.676,6.779,6.728,-0.051,0.9151,0.9742,"54549"
